subscriber_key,decided_at,churned_within_90d,eval_split,tenure_months,monthly_spend_usd,support_tickets_90d
SUB-00408,2026-03-10T15:00:00Z,1,train,20,70.78,3
SUB-00409,2026-03-03T11:00:00Z,1,train,22,62.28,3
SUB-00410,2026-03-15T10:00:00Z,1,train,68,32.48,6
SUB-00411,2026-03-09T00:00:00Z,0,train,70,69.20,3
SUB-00412,2026-03-10T00:00:00Z,1,train,38,53.90,5
SUB-00413,2026-03-08T21:00:00Z,1,train,22,78.72,2
SUB-00414,2026-03-10T09:00:00Z,0,train,65,48.64,1
SUB-00415,2026-03-09T02:00:00Z,1,train,16,55.02,3
SUB-00416,2026-03-04T03:00:00Z,1,train,45,48.15,3
SUB-00417,2026-03-05T03:00:00Z,0,train,52,65.57,1
SUB-00418,2026-03-10T22:00:00Z,0,train,59,72.10,0
SUB-00419,2026-03-02T08:00:00Z,1,train,15,59.90,2
SUB-00420,2026-03-10T21:00:00Z,1,train,31,79.06,3
SUB-00421,2026-03-07T12:00:00Z,1,train,19,59.84,5
SUB-00422,2026-03-11T15:00:00Z,0,train,42,76.56,1
SUB-00423,2026-03-09T21:00:00Z,1,train,18,61.57,4
SUB-00424,2026-03-09T15:00:00Z,0,train,48,58.80,2
SUB-00425,2026-03-07T17:00:00Z,0,train,1,57.18,0
SUB-00426,2026-03-14T08:00:00Z,0,train,35,26.77,0
SUB-00427,2026-03-04T07:00:00Z,0,train,59,43.86,2
SUB-00428,2026-03-07T08:00:00Z,0,train,60,87.62,4
SUB-00429,2026-03-07T17:00:00Z,0,train,67,54.88,5
SUB-00430,2026-03-03T04:00:00Z,0,train,70,90.06,1
SUB-00431,2026-03-12T13:00:00Z,1,train,47,63.53,3
SUB-00432,2026-03-07T23:00:00Z,0,train,54,80.26,1
SUB-00433,2026-03-03T05:00:00Z,0,train,51,23.48,3
SUB-00434,2026-03-06T07:00:00Z,1,train,30,74.03,4
SUB-00435,2026-03-03T13:00:00Z,0,train,30,64.22,3
SUB-00436,2026-03-13T18:00:00Z,1,train,11,50.57,3
SUB-00437,2026-03-05T02:00:00Z,0,train,64,41.48,2
SUB-00438,2026-03-08T20:00:00Z,1,train,18,71.07,5
SUB-00439,2026-03-04T00:00:00Z,0,train,52,83.04,2
SUB-00440,2026-03-13T03:00:00Z,0,train,64,42.27,2
SUB-00441,2026-03-14T09:00:00Z,1,train,21,52.29,1
SUB-00442,2026-03-14T18:00:00Z,1,train,2,45.26,5
SUB-00443,2026-03-16T06:00:00Z,0,train,62,53.44,2
SUB-00444,2026-03-11T00:00:00Z,1,train,37,59.79,3
SUB-00445,2026-03-09T20:00:00Z,0,train,41,60.32,1
SUB-00446,2026-03-05T13:00:00Z,0,train,42,76.52,1
SUB-00447,2026-03-08T00:00:00Z,0,train,18,68.87,1
SUB-00448,2026-03-09T09:00:00Z,1,train,66,13.57,4
SUB-00449,2026-03-15T09:00:00Z,1,train,60,22.58,3
SUB-00450,2026-03-03T08:00:00Z,0,train,59,54.50,1
SUB-00451,2026-03-10T18:00:00Z,0,train,63,26.21,2
SUB-00452,2026-03-12T12:00:00Z,0,train,65,30.58,2
SUB-00453,2026-03-09T15:00:00Z,1,train,30,69.90,2
SUB-00454,2026-03-13T14:00:00Z,1,train,8,78.89,3
SUB-00455,2026-03-13T01:00:00Z,0,train,40,15.86,2
SUB-00456,2026-03-06T02:00:00Z,1,train,21,59.73,3
SUB-00457,2026-03-05T12:00:00Z,1,train,21,28.53,4
SUB-00458,2026-03-15T10:00:00Z,0,train,29,51.54,2
SUB-00459,2026-03-12T14:00:00Z,0,train,70,69.37,2
SUB-00460,2026-03-11T16:00:00Z,1,train,49,70.60,4
SUB-00461,2026-03-04T18:00:00Z,1,train,17,28.90,1
SUB-00462,2026-03-13T21:00:00Z,1,train,13,57.94,2
SUB-00463,2026-03-02T21:00:00Z,0,train,34,66.60,2
SUB-00464,2026-03-06T23:00:00Z,1,train,16,48.86,3
SUB-00465,2026-03-15T04:00:00Z,1,train,1,79.93,4
SUB-00466,2026-03-07T21:00:00Z,0,train,68,71.72,2
SUB-00467,2026-03-12T08:00:00Z,0,train,71,115.44,4
SUB-00468,2026-03-13T21:00:00Z,0,train,16,90.16,1
SUB-00469,2026-03-13T04:00:00Z,0,train,41,40.88,0
SUB-00470,2026-03-03T13:00:00Z,1,train,32,42.04,2
SUB-00471,2026-03-09T13:00:00Z,1,train,11,47.50,2
SUB-00472,2026-03-06T05:00:00Z,0,train,44,74.47,0
SUB-00473,2026-03-11T22:00:00Z,0,train,37,14.63,1
SUB-00474,2026-03-06T09:00:00Z,0,train,54,45.69,2
SUB-00475,2026-03-11T06:00:00Z,0,train,3,68.32,0
SUB-00476,2026-03-03T02:00:00Z,1,train,16,45.47,5
SUB-00477,2026-03-12T07:00:00Z,0,train,56,70.38,3
SUB-00478,2026-03-08T18:00:00Z,1,train,23,17.91,4
SUB-00479,2026-03-12T14:00:00Z,0,train,56,79.65,4
SUB-00480,2026-03-04T17:00:00Z,0,train,26,55.16,1
SUB-00481,2026-03-12T01:00:00Z,0,train,38,86.42,2
SUB-00482,2026-03-03T17:00:00Z,1,train,9,50.25,1
SUB-00483,2026-03-04T21:00:00Z,0,train,68,46.63,3
SUB-00484,2026-03-10T11:00:00Z,0,train,57,67.60,3
SUB-00485,2026-03-02T15:00:00Z,1,train,1,37.64,5
SUB-00486,2026-03-13T04:00:00Z,1,train,23,53.72,6
SUB-00487,2026-03-09T10:00:00Z,0,train,70,98.83,3
SUB-00488,2026-03-07T09:00:00Z,0,train,18,80.69,0
SUB-00489,2026-03-13T17:00:00Z,0,train,70,89.73,3
SUB-00490,2026-03-14T07:00:00Z,0,train,35,56.54,1
SUB-00491,2026-03-04T17:00:00Z,1,train,55,51.35,5
SUB-00492,2026-03-14T05:00:00Z,1,train,9,62.57,6
SUB-00493,2026-03-14T05:00:00Z,1,train,25,69.27,3
SUB-00494,2026-03-11T12:00:00Z,0,train,53,41.56,2
SUB-00495,2026-03-08T11:00:00Z,1,train,43,35.01,6
SUB-00496,2026-03-05T14:00:00Z,0,train,49,86.11,3
SUB-00497,2026-03-12T16:00:00Z,0,train,62,75.78,2
SUB-00498,2026-03-03T13:00:00Z,1,train,28,39.42,2
SUB-00499,2026-03-13T18:00:00Z,1,train,20,41.12,3
SUB-00500,2026-03-15T21:00:00Z,1,train,5,50.80,1
SUB-00501,2026-03-07T18:00:00Z,0,train,18,51.21,1
SUB-00502,2026-03-04T06:00:00Z,0,train,45,27.81,0
SUB-00503,2026-03-08T10:00:00Z,1,train,15,59.79,4
SUB-00504,2026-03-12T03:00:00Z,1,train,37,39.71,4
SUB-00505,2026-03-08T06:00:00Z,0,train,69,49.91,1
SUB-00506,2026-03-06T07:00:00Z,0,train,52,63.77,1
SUB-00507,2026-03-04T10:00:00Z,0,train,31,74.20,2
SUB-00508,2026-03-12T21:00:00Z,0,train,64,77.35,1
SUB-00509,2026-03-15T03:00:00Z,0,train,11,75.18,1
SUB-00510,2026-03-10T08:00:00Z,1,train,34,39.87,3
SUB-00511,2026-03-15T10:00:00Z,0,train,60,77.32,2
SUB-00512,2026-03-03T07:00:00Z,1,train,1,81.41,1
SUB-00513,2026-03-11T20:00:00Z,1,train,4,92.27,1
SUB-00514,2026-03-03T19:00:00Z,1,train,23,54.70,3
SUB-00515,2026-03-09T09:00:00Z,1,train,3,24.78,3
SUB-00516,2026-03-12T16:00:00Z,1,train,14,74.48,2
SUB-00517,2026-03-05T21:00:00Z,1,train,8,68.48,3
SUB-00518,2026-03-13T13:00:00Z,1,train,18,62.13,5
SUB-00519,2026-03-05T13:00:00Z,0,train,57,54.28,0
SUB-00520,2026-03-03T16:00:00Z,1,train,21,59.25,3
SUB-00521,2026-03-08T21:00:00Z,1,train,9,65.37,2
SUB-00522,2026-03-02T09:00:00Z,1,train,20,40.92,1
SUB-00523,2026-03-07T14:00:00Z,0,train,68,46.28,4
SUB-00524,2026-03-10T01:00:00Z,1,train,45,58.98,3
SUB-00525,2026-03-14T12:00:00Z,1,train,21,75.98,2
SUB-00526,2026-03-07T16:00:00Z,0,train,64,70.96,0
SUB-00527,2026-03-10T04:00:00Z,1,train,31,62.32,2
SUB-00528,2026-03-09T11:00:00Z,0,train,55,70.18,4
SUB-00529,2026-03-06T19:00:00Z,1,train,70,29.24,4
SUB-00530,2026-03-11T15:00:00Z,0,train,60,43.81,2
SUB-00531,2026-03-10T18:00:00Z,1,train,12,79.57,3
SUB-00532,2026-03-12T23:00:00Z,1,train,15,45.38,2
SUB-00533,2026-03-15T07:00:00Z,1,train,37,48.66,3
SUB-00534,2026-03-11T09:00:00Z,0,train,50,74.86,4
SUB-00535,2026-03-05T09:00:00Z,0,train,55,67.07,3
SUB-00536,2026-03-10T08:00:00Z,1,train,35,51.03,1
SUB-00537,2026-03-08T20:00:00Z,0,train,60,51.81,2
SUB-00538,2026-03-08T07:00:00Z,0,train,48,44.28,2
SUB-00539,2026-03-14T15:00:00Z,1,train,4,53.12,6
SUB-00540,2026-03-14T13:00:00Z,0,train,66,14.20,1
SUB-00541,2026-03-14T03:00:00Z,1,train,35,65.92,2
SUB-00542,2026-03-07T17:00:00Z,0,train,17,69.89,1
SUB-00543,2026-03-03T12:00:00Z,0,train,8,55.56,0
SUB-00544,2026-03-07T00:00:00Z,1,train,47,40.87,5
SUB-00545,2026-03-13T12:00:00Z,1,train,14,66.92,1
SUB-00546,2026-03-05T03:00:00Z,0,train,62,43.54,2
SUB-00547,2026-03-11T23:00:00Z,1,train,5,62.41,2
SUB-00548,2026-03-12T20:00:00Z,0,train,32,91.71,2
SUB-00549,2026-03-12T00:00:00Z,0,train,54,35.18,0
SUB-00550,2026-03-04T04:00:00Z,0,train,32,47.55,2
SUB-00551,2026-03-06T13:00:00Z,1,train,49,28.02,3
SUB-00552,2026-03-05T06:00:00Z,0,train,22,56.26,1
SUB-00553,2026-03-07T23:00:00Z,1,train,46,57.77,3
SUB-00554,2026-03-15T09:00:00Z,0,train,68,55.54,1
SUB-00555,2026-03-03T06:00:00Z,1,train,3,40.21,2
SUB-00556,2026-03-06T16:00:00Z,1,train,11,52.80,2
SUB-00557,2026-03-15T07:00:00Z,0,train,60,64.37,3
SUB-00558,2026-03-15T17:00:00Z,0,train,51,46.30,1
SUB-00559,2026-03-14T05:00:00Z,1,train,21,40.07,1
SUB-00560,2026-03-09T03:00:00Z,0,train,50,65.10,1
SUB-00561,2026-03-07T12:00:00Z,1,train,35,93.10,3
SUB-00562,2026-03-12T20:00:00Z,1,train,13,42.27,4
SUB-00563,2026-03-08T08:00:00Z,1,train,27,67.68,1
SUB-00564,2026-03-07T09:00:00Z,1,train,4,34.85,0
SUB-00565,2026-03-09T06:00:00Z,0,train,19,60.33,2
SUB-00566,2026-03-10T14:00:00Z,0,train,71,58.79,1
SUB-00567,2026-03-15T06:00:00Z,0,train,58,48.37,3
SUB-00568,2026-03-08T05:00:00Z,1,train,4,43.88,1
SUB-00569,2026-03-07T18:00:00Z,1,train,33,39.36,3
SUB-00570,2026-03-15T14:00:00Z,1,train,65,25.67,6
SUB-00571,2026-03-05T11:00:00Z,1,train,68,75.22,5
SUB-00572,2026-03-07T13:00:00Z,1,train,11,65.27,3
SUB-00573,2026-03-11T09:00:00Z,0,train,71,35.88,4
SUB-00574,2026-03-02T10:00:00Z,0,train,28,59.77,2
SUB-00575,2026-03-11T20:00:00Z,0,train,42,61.28,2
SUB-00576,2026-03-12T23:00:00Z,0,train,50,23.60,1
SUB-00577,2026-03-04T16:00:00Z,1,train,26,56.23,4
SUB-00578,2026-03-16T05:00:00Z,0,train,70,61.77,2
SUB-00579,2026-03-11T17:00:00Z,1,train,6,92.10,1
SUB-00580,2026-03-14T19:00:00Z,0,train,57,77.77,3
SUB-00581,2026-03-15T15:00:00Z,1,train,18,77.74,3
SUB-00582,2026-03-02T12:00:00Z,1,train,12,75.02,2
SUB-00583,2026-03-04T02:00:00Z,0,train,56,90.09,2
SUB-00584,2026-03-13T11:00:00Z,1,train,52,50.86,5
SUB-00585,2026-03-09T05:00:00Z,1,train,14,56.62,4
SUB-00586,2026-03-09T11:00:00Z,1,train,42,61.50,5
SUB-00587,2026-03-15T10:00:00Z,1,train,13,55.39,3
SUB-00588,2026-03-13T13:00:00Z,1,train,2,89.54,5
SUB-00589,2026-03-04T18:00:00Z,0,train,31,70.63,0
SUB-00590,2026-03-14T22:00:00Z,0,train,65,43.19,2
SUB-00591,2026-03-10T18:00:00Z,1,train,21,71.70,3
SUB-00592,2026-03-08T21:00:00Z,1,train,21,45.98,3
SUB-00593,2026-03-03T04:00:00Z,0,train,70,49.22,2
SUB-00594,2026-03-07T00:00:00Z,1,train,44,78.17,4
SUB-00595,2026-03-12T12:00:00Z,1,train,23,68.38,2
SUB-00596,2026-03-15T17:00:00Z,1,train,29,89.57,2
SUB-00597,2026-03-07T08:00:00Z,0,train,24,59.00,1
SUB-00598,2026-03-14T00:00:00Z,0,train,35,40.33,2
SUB-00599,2026-03-06T15:00:00Z,1,train,7,44.45,6
SUB-00600,2026-03-06T22:00:00Z,1,train,68,54.19,3
SUB-00601,2026-03-07T10:00:00Z,0,train,30,53.69,0
SUB-00602,2026-03-14T19:00:00Z,0,train,40,40.95,1
SUB-00603,2026-03-15T18:00:00Z,1,train,26,65.34,4
SUB-00604,2026-03-03T10:00:00Z,1,train,35,72.15,4
SUB-00605,2026-03-07T03:00:00Z,1,train,25,65.93,2
SUB-00606,2026-03-02T17:00:00Z,1,train,4,48.09,2
SUB-00607,2026-03-06T17:00:00Z,1,train,47,32.44,2
SUB-00608,2026-03-13T03:00:00Z,0,train,50,56.77,3
SUB-00609,2026-03-05T10:00:00Z,0,train,63,65.75,2
SUB-00610,2026-03-10T04:00:00Z,1,train,26,39.17,3
SUB-00611,2026-03-14T07:00:00Z,1,train,8,48.10,4
SUB-00612,2026-03-04T09:00:00Z,1,train,38,68.09,3
SUB-00613,2026-03-13T18:00:00Z,0,train,41,53.67,2
SUB-00614,2026-03-15T13:00:00Z,1,train,10,50.67,3
SUB-00615,2026-03-13T10:00:00Z,1,train,22,70.42,2
SUB-00616,2026-03-03T22:00:00Z,0,train,62,55.02,2
SUB-00617,2026-03-14T14:00:00Z,1,train,13,20.32,2
SUB-00618,2026-03-11T20:00:00Z,1,train,16,37.81,2
SUB-00619,2026-03-05T17:00:00Z,0,train,40,54.79,3
SUB-00620,2026-03-10T08:00:00Z,1,train,15,23.67,4
SUB-00621,2026-03-15T05:00:00Z,0,train,61,58.99,2
SUB-00622,2026-03-07T04:00:00Z,0,train,36,69.81,2
SUB-00623,2026-03-13T04:00:00Z,1,train,20,65.65,3
SUB-00624,2026-03-05T08:00:00Z,0,train,55,46.21,3
SUB-00625,2026-03-14T00:00:00Z,1,train,30,34.05,1
SUB-00626,2026-03-06T23:00:00Z,0,train,40,56.52,2
SUB-00627,2026-03-08T02:00:00Z,1,train,6,46.85,2
SUB-00628,2026-03-05T01:00:00Z,1,train,5,51.80,3
SUB-00629,2026-03-16T05:00:00Z,1,train,27,19.30,3
SUB-00630,2026-03-14T08:00:00Z,1,train,3,124.69,3
SUB-00631,2026-03-05T12:00:00Z,0,train,44,56.78,1
SUB-00632,2026-03-10T17:00:00Z,1,train,12,100.28,3
SUB-00633,2026-03-15T17:00:00Z,0,train,56,27.47,3
SUB-00634,2026-03-03T11:00:00Z,0,train,26,45.01,1
SUB-00635,2026-03-15T10:00:00Z,1,train,49,57.47,4
SUB-00636,2026-03-05T17:00:00Z,0,train,44,53.19,2
SUB-00637,2026-03-13T04:00:00Z,1,train,65,38.43,4
SUB-00638,2026-03-05T13:00:00Z,1,train,30,9.98,4
SUB-00639,2026-03-09T04:00:00Z,1,train,12,62.26,1
SUB-00640,2026-03-06T13:00:00Z,0,train,54,88.27,1
SUB-00641,2026-03-02T17:00:00Z,1,train,18,55.65,3
SUB-00642,2026-03-05T21:00:00Z,1,train,29,24.58,1
SUB-00643,2026-03-15T03:00:00Z,0,train,7,60.29,0
SUB-00644,2026-03-09T16:00:00Z,0,train,38,55.26,2
SUB-00645,2026-03-11T05:00:00Z,1,train,14,77.91,4
SUB-00646,2026-03-16T04:00:00Z,0,train,56,68.58,1
SUB-00647,2026-03-13T14:00:00Z,0,train,47,60.54,0
SUB-00648,2026-03-11T12:00:00Z,0,train,4,49.88,0
SUB-00649,2026-03-13T04:00:00Z,1,train,5,104.80,4
SUB-00650,2026-03-04T15:00:00Z,1,train,22,77.43,5
SUB-00651,2026-03-03T11:00:00Z,0,train,63,61.39,4
SUB-00652,2026-03-07T09:00:00Z,1,train,8,66.69,2
SUB-00653,2026-03-11T06:00:00Z,0,train,53,38.42,3
SUB-00654,2026-03-06T01:00:00Z,1,train,31,60.81,3
SUB-00655,2026-03-09T10:00:00Z,1,train,21,86.81,5
SUB-00656,2026-03-13T06:00:00Z,1,train,28,51.59,4
SUB-00657,2026-03-03T17:00:00Z,1,train,45,62.77,3
SUB-00658,2026-03-13T01:00:00Z,1,train,44,43.20,6
SUB-00659,2026-03-12T05:00:00Z,1,train,55,33.28,4
SUB-00660,2026-03-09T05:00:00Z,0,train,59,35.44,2
SUB-00661,2026-03-14T11:00:00Z,0,train,54,36.45,3
SUB-00662,2026-03-11T22:00:00Z,0,train,30,47.92,2
SUB-00663,2026-03-13T07:00:00Z,0,train,62,39.86,2
SUB-00664,2026-03-08T06:00:00Z,1,train,21,53.35,3
SUB-00665,2026-03-08T05:00:00Z,1,train,38,47.14,4
SUB-00666,2026-03-13T16:00:00Z,0,train,63,48.62,1
SUB-00667,2026-03-15T14:00:00Z,0,train,56,93.31,1
SUB-00668,2026-03-04T03:00:00Z,0,train,51,57.66,1
SUB-00669,2026-03-15T13:00:00Z,1,train,5,73.28,2
SUB-00670,2026-03-12T05:00:00Z,1,train,36,69.98,2
SUB-00671,2026-03-06T12:00:00Z,0,train,34,64.33,1
SUB-00672,2026-03-06T00:00:00Z,0,train,42,59.73,1
SUB-00673,2026-03-12T20:00:00Z,1,train,48,79.80,5
SUB-00674,2026-03-13T14:00:00Z,0,train,54,71.78,2
SUB-00675,2026-03-14T02:00:00Z,1,train,17,45.34,2
SUB-00676,2026-03-13T18:00:00Z,0,train,15,93.71,1
SUB-00677,2026-03-10T05:00:00Z,1,train,34,46.85,1
SUB-00678,2026-03-13T17:00:00Z,1,train,41,85.44,3
SUB-00679,2026-03-07T07:00:00Z,0,train,24,53.80,0
SUB-00680,2026-03-08T11:00:00Z,0,train,62,58.47,0
SUB-00681,2026-03-11T21:00:00Z,0,train,57,75.33,2
SUB-00682,2026-03-09T11:00:00Z,0,train,19,72.60,0
SUB-00683,2026-03-05T04:00:00Z,0,train,2,57.65,0
SUB-00684,2026-03-05T09:00:00Z,1,train,2,43.59,3
SUB-00685,2026-03-11T07:00:00Z,0,train,20,42.61,0
SUB-00686,2026-03-13T11:00:00Z,1,train,52,52.10,3
SUB-00687,2026-03-03T21:00:00Z,1,train,46,42.89,3
SUB-00688,2026-03-10T18:00:00Z,1,train,38,63.17,5
SUB-00689,2026-03-03T12:00:00Z,0,train,66,71.76,2
SUB-00690,2026-03-05T02:00:00Z,1,train,23,54.29,6
SUB-00691,2026-03-05T17:00:00Z,1,train,33,38.67,2
SUB-00692,2026-03-13T20:00:00Z,1,train,50,57.96,7
SUB-00693,2026-03-03T11:00:00Z,1,train,5,38.93,3
SUB-00694,2026-03-13T18:00:00Z,1,train,20,108.59,5
SUB-00695,2026-03-10T00:00:00Z,1,train,22,48.08,2
SUB-00696,2026-03-14T17:00:00Z,1,train,11,67.09,2
SUB-00697,2026-03-05T18:00:00Z,0,train,55,55.33,2
SUB-00698,2026-03-11T07:00:00Z,0,train,70,44.12,3
SUB-00699,2026-03-11T12:00:00Z,0,train,50,63.97,1
SUB-00700,2026-03-10T22:00:00Z,1,train,34,74.05,4
SUB-00701,2026-03-10T07:00:00Z,1,train,71,44.66,4
SUB-00702,2026-03-06T17:00:00Z,1,train,8,35.98,0
SUB-00703,2026-03-02T17:00:00Z,0,train,30,42.18,1
SUB-00704,2026-03-12T01:00:00Z,1,train,37,54.54,3
SUB-00705,2026-03-08T04:00:00Z,1,train,4,67.46,3
SUB-00706,2026-03-03T06:00:00Z,0,train,64,30.38,1
SUB-00707,2026-03-06T17:00:00Z,0,train,2,72.68,0
SUB-00708,2026-03-07T02:00:00Z,0,train,41,17.75,2
SUB-00709,2026-03-06T14:00:00Z,1,train,4,31.85,3
SUB-00710,2026-03-11T19:00:00Z,1,train,69,22.18,4
SUB-00711,2026-03-09T04:00:00Z,1,train,17,62.18,2
SUB-00712,2026-03-04T16:00:00Z,0,train,71,39.57,0
SUB-00713,2026-03-08T21:00:00Z,1,train,6,20.80,4
SUB-00714,2026-03-04T02:00:00Z,0,train,20,67.95,1
SUB-00715,2026-03-07T12:00:00Z,1,train,27,19.63,3
SUB-00716,2026-03-13T22:00:00Z,0,train,48,40.27,2
SUB-00717,2026-03-04T01:00:00Z,1,train,13,32.85,2
SUB-00718,2026-03-08T10:00:00Z,0,train,65,55.21,2
SUB-00719,2026-03-03T03:00:00Z,1,train,59,74.39,5
SUB-00720,2026-03-05T15:00:00Z,1,train,13,64.19,6
SUB-00721,2026-03-07T09:00:00Z,1,train,17,62.49,4
SUB-00722,2026-03-06T07:00:00Z,1,train,1,36.40,2
SUB-00723,2026-03-08T11:00:00Z,0,train,40,34.78,1
SUB-00724,2026-03-15T04:00:00Z,1,train,71,26.47,5
SUB-00725,2026-03-08T01:00:00Z,1,train,52,28.91,3
SUB-00726,2026-03-03T21:00:00Z,1,train,13,48.63,3
SUB-00727,2026-03-14T16:00:00Z,1,train,40,32.90,5
SUB-00728,2026-03-12T09:00:00Z,0,train,61,79.84,4
SUB-00729,2026-03-02T17:00:00Z,1,train,16,51.91,4
SUB-00730,2026-03-03T17:00:00Z,1,train,36,55.22,3
SUB-00731,2026-03-09T08:00:00Z,1,train,54,112.86,4
SUB-00732,2026-03-04T12:00:00Z,1,train,18,38.83,2
SUB-00733,2026-03-13T22:00:00Z,0,train,68,90.03,0
SUB-00734,2026-03-13T11:00:00Z,0,train,44,68.65,3
SUB-00735,2026-03-03T11:00:00Z,1,train,40,51.51,6
SUB-00736,2026-03-08T05:00:00Z,0,train,70,70.33,0
SUB-00737,2026-03-11T00:00:00Z,0,train,49,53.34,1
SUB-00738,2026-03-15T15:00:00Z,1,train,7,33.41,6
SUB-00739,2026-03-12T10:00:00Z,1,train,18,60.70,2
SUB-00740,2026-03-03T06:00:00Z,0,train,10,105.18,0
SUB-00741,2026-03-06T01:00:00Z,0,train,47,52.54,2
SUB-00742,2026-03-04T12:00:00Z,0,train,47,85.93,4
SUB-00743,2026-03-15T05:00:00Z,0,train,22,46.41,0
SUB-00744,2026-03-15T12:00:00Z,1,train,9,69.19,8
SUB-00745,2026-03-14T06:00:00Z,1,train,58,80.47,4
SUB-00746,2026-03-06T21:00:00Z,0,train,40,97.53,3
SUB-00747,2026-03-03T13:00:00Z,1,train,15,42.07,1
SUB-00748,2026-03-08T22:00:00Z,1,train,24,50.99,2
SUB-00749,2026-03-07T09:00:00Z,1,train,32,62.39,4
SUB-00750,2026-03-14T18:00:00Z,0,train,68,33.01,2
SUB-00751,2026-03-09T03:00:00Z,0,train,46,85.52,1
SUB-00752,2026-03-04T05:00:00Z,0,train,58,72.12,3
SUB-00753,2026-03-09T14:00:00Z,0,train,46,36.79,2
SUB-00754,2026-03-15T07:00:00Z,0,train,42,85.82,3
SUB-00755,2026-03-04T12:00:00Z,1,train,25,68.71,3
SUB-00756,2026-03-10T02:00:00Z,0,train,12,70.05,2
SUB-00757,2026-03-07T13:00:00Z,1,train,48,32.90,4
SUB-00758,2026-03-08T04:00:00Z,1,train,9,71.15,2
SUB-00759,2026-03-11T05:00:00Z,1,train,32,72.14,3
SUB-00760,2026-03-15T05:00:00Z,0,train,17,52.33,0
SUB-00761,2026-03-14T00:00:00Z,0,train,26,66.78,2
SUB-00762,2026-03-11T18:00:00Z,0,train,52,63.84,0
SUB-00763,2026-03-08T06:00:00Z,1,train,34,61.65,2
SUB-00764,2026-03-13T13:00:00Z,0,train,19,69.87,1
SUB-00765,2026-03-04T22:00:00Z,1,train,6,28.90,2
SUB-00766,2026-03-10T10:00:00Z,1,train,42,33.43,3
SUB-00767,2026-03-05T10:00:00Z,0,train,46,87.44,3
SUB-00768,2026-03-06T15:00:00Z,0,train,47,37.34,2
SUB-00769,2026-03-02T15:00:00Z,1,train,30,51.51,2
SUB-00770,2026-03-13T17:00:00Z,0,train,59,37.93,2
SUB-00771,2026-03-03T16:00:00Z,0,train,18,65.67,1
SUB-00772,2026-03-12T05:00:00Z,1,train,16,36.90,2
SUB-00773,2026-03-13T09:00:00Z,1,train,10,35.71,2
SUB-00774,2026-03-10T00:00:00Z,0,train,43,76.67,0
SUB-00775,2026-03-15T04:00:00Z,1,train,63,60.40,3
SUB-00776,2026-03-07T13:00:00Z,1,train,49,82.19,4
SUB-00777,2026-03-13T17:00:00Z,0,train,11,85.24,1
SUB-00778,2026-03-14T06:00:00Z,1,train,4,61.98,4
SUB-00779,2026-03-06T18:00:00Z,1,train,14,59.04,4
SUB-00780,2026-03-03T05:00:00Z,0,train,30,42.85,2
SUB-00781,2026-03-14T14:00:00Z,1,train,44,36.02,2
SUB-00782,2026-03-10T06:00:00Z,1,train,6,21.61,0
SUB-00783,2026-03-06T01:00:00Z,0,train,20,75.97,3
SUB-00784,2026-03-13T13:00:00Z,0,train,20,38.06,1
SUB-00785,2026-03-08T02:00:00Z,1,train,26,105.35,4
SUB-00786,2026-03-13T03:00:00Z,0,train,34,60.99,0
SUB-00787,2026-03-09T23:00:00Z,0,train,30,43.44,2
SUB-00788,2026-03-15T21:00:00Z,0,train,43,53.85,1
SUB-00789,2026-03-06T11:00:00Z,0,train,48,49.30,2
SUB-00790,2026-03-02T15:00:00Z,1,train,33,65.36,3
SUB-00791,2026-03-12T18:00:00Z,0,train,21,60.87,1
SUB-00792,2026-03-06T18:00:00Z,0,train,28,75.67,1
SUB-00793,2026-03-04T03:00:00Z,1,train,8,36.88,3
SUB-00794,2026-03-09T02:00:00Z,1,train,58,71.38,4
SUB-00795,2026-03-12T18:00:00Z,0,train,47,54.56,2
SUB-00796,2026-03-07T15:00:00Z,1,train,8,33.97,3
SUB-00797,2026-03-07T18:00:00Z,0,train,56,72.20,3
SUB-00798,2026-03-09T13:00:00Z,0,train,54,45.40,1
SUB-00799,2026-03-13T10:00:00Z,1,train,6,56.89,6
SUB-00800,2026-03-05T18:00:00Z,0,train,41,55.99,2
SUB-00801,2026-03-06T15:00:00Z,1,train,22,57.13,3
SUB-00802,2026-03-15T20:00:00Z,0,train,67,106.30,1
SUB-00803,2026-03-10T03:00:00Z,1,train,7,24.03,6
SUB-00804,2026-03-16T07:00:00Z,1,train,24,75.31,4
SUB-00805,2026-03-05T06:00:00Z,0,train,67,84.64,5
SUB-00806,2026-03-14T11:00:00Z,0,train,63,31.69,1
SUB-00807,2026-03-05T12:00:00Z,0,train,31,58.70,0
SUB-00808,2026-03-08T23:00:00Z,1,train,23,76.22,8
SUB-00809,2026-03-05T04:00:00Z,0,train,57,61.82,2
SUB-00810,2026-03-02T15:00:00Z,0,train,9,82.01,0
SUB-00811,2026-03-04T16:00:00Z,0,train,40,19.61,2
SUB-00812,2026-03-11T10:00:00Z,1,train,39,48.50,2
SUB-00813,2026-03-07T09:00:00Z,1,train,52,50.00,3
SUB-00814,2026-03-04T14:00:00Z,0,train,39,74.55,1
SUB-00815,2026-03-10T10:00:00Z,1,train,3,44.57,0
SUB-00816,2026-03-15T08:00:00Z,1,train,13,16.87,2
SUB-00817,2026-03-04T04:00:00Z,0,train,53,62.73,2
