cust,as_of,plan_changes_to_date,support_tickets_snapshot,logins_30d,tenure_snapshot,spend_snapshot
SUB-00156,2026-03-07T14:00:00Z,1,0,6,27,77.56
SUB-00157,2026-01-25T12:00:00Z,0,1,6,69,52.24
SUB-00157,2026-03-08T12:00:00Z,1,1,6,69,52.24
SUB-00158,2026-01-21T23:00:00Z,1,3,6,4,83.94
SUB-00158,2026-03-04T23:00:00Z,2,3,6,4,83.94
SUB-00158,2026-03-24T23:00:00Z,5,3,6,4,83.94
SUB-00159,2026-01-19T01:00:00Z,0,3,6,11,25.86
SUB-00159,2026-03-02T01:00:00Z,0,3,6,11,25.86
SUB-00159,2026-03-11T01:00:00Z,4,3,6,11,25.86
SUB-00160,2026-01-20T11:00:00Z,0,2,6,7,47.41
SUB-00160,2026-03-03T11:00:00Z,0,2,6,7,47.41
SUB-00160,2026-03-30T11:00:00Z,5,2,6,7,47.41
SUB-00161,2026-01-28T18:00:00Z,0,3,6,52,65.83
SUB-00161,2026-03-11T18:00:00Z,1,3,6,52,65.83
SUB-00162,2026-01-25T20:00:00Z,0,3,6,21,94.45
SUB-00162,2026-03-08T20:00:00Z,0,3,6,21,94.45
SUB-00162,2026-04-06T20:00:00Z,5,3,6,21,94.45
SUB-00163,2026-01-25T21:00:00Z,0,3,6,20,53.81
SUB-00163,2026-03-08T21:00:00Z,1,3,6,20,53.81
SUB-00163,2026-04-02T21:00:00Z,7,3,6,20,53.81
SUB-00164,2026-01-20T04:00:00Z,0,3,6,11,58.16
SUB-00164,2026-03-03T04:00:00Z,1,3,6,11,58.16
SUB-00164,2026-03-30T04:00:00Z,5,3,6,11,58.16
SUB-00165,2026-01-25T20:00:00Z,0,1,6,10,62.57
SUB-00165,2026-03-08T20:00:00Z,1,1,6,10,62.57
SUB-00165,2026-03-22T20:00:00Z,6,1,6,10,62.57
SUB-00166,2026-01-28T01:00:00Z,0,1,6,68,56.53
SUB-00166,2026-03-11T01:00:00Z,0,1,6,68,56.53
SUB-00167,2026-01-18T23:00:00Z,0,2,6,43,67.98
SUB-00167,2026-03-01T23:00:00Z,1,2,6,43,67.98
SUB-00168,2026-01-22T17:00:00Z,0,1,6,44,85.07
SUB-00168,2026-03-05T17:00:00Z,1,1,6,44,85.07
SUB-00169,2026-01-25T16:00:00Z,0,2,6,59,45.76
SUB-00169,2026-03-08T16:00:00Z,1,2,6,59,45.76
SUB-00169,2026-04-01T16:00:00Z,2,2,6,59,45.76
SUB-00170,2026-01-19T10:00:00Z,0,2,6,65,42.85
SUB-00170,2026-03-02T10:00:00Z,0,2,6,65,42.85
SUB-00171,2026-01-17T02:00:00Z,0,1,6,70,74.62
SUB-00171,2026-02-28T02:00:00Z,0,1,6,70,74.62
SUB-00172,2026-01-25T18:00:00Z,0,3,6,63,68.23
SUB-00172,2026-03-08T18:00:00Z,1,3,6,63,68.23
SUB-00173,2026-01-23T04:00:00Z,0,3,6,19,61.73
SUB-00173,2026-03-06T04:00:00Z,1,3,6,19,61.73
SUB-00173,2026-03-29T04:00:00Z,8,3,6,19,61.73
SUB-00174,2026-01-19T11:00:00Z,0,1,6,43,64.02
SUB-00174,2026-03-02T11:00:00Z,0,1,6,43,64.02
SUB-00175,2026-01-28T15:00:00Z,0,1,6,51,72.56
SUB-00175,2026-03-11T15:00:00Z,0,1,6,51,72.56
SUB-00176,2026-01-26T18:00:00Z,0,3,6,13,50.12
SUB-00176,2026-03-09T18:00:00Z,0,3,6,13,50.12
SUB-00176,2026-04-05T18:00:00Z,5,3,6,13,50.12
SUB-00177,2026-01-16T17:00:00Z,0,2,6,42,47.96
SUB-00177,2026-02-27T17:00:00Z,0,2,6,42,47.96
SUB-00177,2026-03-04T17:00:00Z,1,2,6,42,47.96
SUB-00178,2026-01-20T21:00:00Z,0,1,6,27,23.63
SUB-00178,2026-03-03T21:00:00Z,1,1,6,27,23.63
SUB-00178,2026-03-14T21:00:00Z,5,1,6,27,23.63
SUB-00179,2026-01-29T11:00:00Z,0,4,6,65,58.70
SUB-00179,2026-03-12T11:00:00Z,0,4,6,65,58.70
SUB-00180,2026-01-19T05:00:00Z,0,1,6,53,56.67
SUB-00180,2026-03-02T05:00:00Z,0,1,6,53,56.67
SUB-00181,2026-01-29T17:00:00Z,0,6,6,55,112.73
SUB-00181,2026-03-12T17:00:00Z,0,6,6,55,112.73
SUB-00181,2026-03-22T17:00:00Z,4,6,6,55,112.73
SUB-00182,2026-01-25T07:00:00Z,0,5,6,25,59.88
SUB-00182,2026-03-08T07:00:00Z,0,5,6,25,59.88
SUB-00182,2026-03-19T07:00:00Z,3,5,6,25,59.88
SUB-00183,2026-01-19T21:00:00Z,0,3,6,41,85.07
SUB-00183,2026-03-02T21:00:00Z,0,3,6,41,85.07
SUB-00183,2026-03-21T21:00:00Z,3,3,6,41,85.07
SUB-00184,2026-01-22T03:00:00Z,0,4,6,18,74.41
SUB-00184,2026-03-05T03:00:00Z,0,4,6,18,74.41
SUB-00184,2026-03-30T03:00:00Z,2,4,6,18,74.41
SUB-00185,2026-01-19T13:00:00Z,0,5,6,11,51.76
SUB-00185,2026-03-02T13:00:00Z,1,5,6,11,51.76
SUB-00185,2026-03-17T13:00:00Z,8,5,6,11,51.76
SUB-00186,2026-01-20T00:00:00Z,0,2,6,39,104.47
SUB-00186,2026-03-03T00:00:00Z,1,2,6,39,104.47
SUB-00187,2026-01-19T10:00:00Z,0,4,6,7,81.08
SUB-00187,2026-03-02T10:00:00Z,0,4,6,7,81.08
SUB-00187,2026-03-31T10:00:00Z,6,4,6,7,81.08
SUB-00188,2026-01-29T06:00:00Z,0,5,6,25,50.72
SUB-00188,2026-03-12T06:00:00Z,0,5,6,25,50.72
SUB-00188,2026-03-30T06:00:00Z,5,5,6,25,50.72
SUB-00189,2026-01-27T10:00:00Z,1,2,6,61,37.56
SUB-00189,2026-03-10T10:00:00Z,2,2,6,61,37.56
SUB-00190,2026-01-18T09:00:00Z,0,4,6,3,36.30
SUB-00190,2026-03-01T09:00:00Z,0,4,6,3,36.30
SUB-00190,2026-03-15T09:00:00Z,3,4,6,3,36.30
SUB-00191,2026-01-25T05:00:00Z,0,3,6,53,64.69
SUB-00191,2026-03-08T05:00:00Z,1,3,6,53,64.69
SUB-00192,2026-01-22T06:00:00Z,0,0,6,53,24.22
SUB-00192,2026-03-05T06:00:00Z,0,0,6,53,24.22
SUB-00193,2026-01-17T06:00:00Z,0,0,6,23,52.85
SUB-00193,2026-02-28T06:00:00Z,1,0,6,23,52.85
SUB-00194,2026-01-21T17:00:00Z,0,0,6,38,73.14
SUB-00194,2026-03-04T17:00:00Z,1,0,6,38,73.14
SUB-00195,2026-01-19T03:00:00Z,0,0,6,10,48.06
SUB-00195,2026-03-02T03:00:00Z,0,0,6,10,48.06
SUB-00196,2026-01-17T14:00:00Z,0,4,6,26,59.30
SUB-00196,2026-02-28T14:00:00Z,1,4,6,26,59.30
SUB-00196,2026-03-07T14:00:00Z,6,4,6,26,59.30
SUB-00197,2026-01-17T00:00:00Z,0,1,6,55,59.36
SUB-00197,2026-02-28T00:00:00Z,0,1,6,55,59.36
SUB-00198,2026-01-17T17:00:00Z,0,2,6,45,58.26
SUB-00198,2026-02-28T17:00:00Z,0,2,6,45,58.26
SUB-00199,2026-01-21T19:00:00Z,1,3,6,32,51.83
SUB-00199,2026-03-04T19:00:00Z,2,3,6,32,51.83
SUB-00199,2026-03-27T19:00:00Z,4,3,6,32,51.83
SUB-00200,2026-01-19T15:00:00Z,0,5,6,39,69.57
SUB-00200,2026-03-02T15:00:00Z,1,5,6,39,69.57
SUB-00200,2026-03-20T15:00:00Z,4,5,6,39,69.57
SUB-00201,2026-01-18T03:00:00Z,0,4,6,56,63.89
SUB-00201,2026-03-01T03:00:00Z,1,4,6,56,63.89
SUB-00201,2026-03-28T03:00:00Z,5,4,6,56,63.89
SUB-00202,2026-01-26T13:00:00Z,1,3,6,6,27.77
SUB-00202,2026-03-09T13:00:00Z,2,3,6,6,27.77
SUB-00202,2026-03-29T13:00:00Z,6,3,6,6,27.77
SUB-00203,2026-01-26T19:00:00Z,1,0,6,23,72.89
SUB-00203,2026-03-09T19:00:00Z,2,0,6,23,72.89
SUB-00204,2026-01-18T13:00:00Z,0,1,6,2,67.45
SUB-00204,2026-03-01T13:00:00Z,1,1,6,2,67.45
SUB-00204,2026-03-29T13:00:00Z,7,1,6,2,67.45
SUB-00205,2026-01-16T21:00:00Z,0,2,6,66,40.63
SUB-00205,2026-02-27T21:00:00Z,0,2,6,66,40.63
SUB-00206,2026-01-22T16:00:00Z,0,3,6,12,56.69
SUB-00206,2026-03-05T16:00:00Z,0,3,6,12,56.69
SUB-00206,2026-03-20T16:00:00Z,3,3,6,12,56.69
SUB-00207,2026-01-28T15:00:00Z,0,2,6,42,77.57
SUB-00207,2026-03-11T15:00:00Z,0,2,6,42,77.57
SUB-00208,2026-01-23T08:00:00Z,0,3,6,71,82.15
SUB-00208,2026-03-06T08:00:00Z,0,3,6,71,82.15
SUB-00209,2026-01-27T00:00:00Z,1,3,6,12,105.64
SUB-00209,2026-03-10T00:00:00Z,2,3,6,12,105.64
SUB-00209,2026-03-20T00:00:00Z,7,3,6,12,105.64
SUB-00210,2026-01-20T23:00:00Z,0,3,6,44,59.82
SUB-00210,2026-03-03T23:00:00Z,0,3,6,44,59.82
SUB-00210,2026-03-18T23:00:00Z,3,3,6,44,59.82
SUB-00211,2026-01-26T03:00:00Z,0,2,6,45,48.56
SUB-00211,2026-03-09T03:00:00Z,1,2,6,45,48.56
SUB-00212,2026-01-16T23:00:00Z,1,2,6,34,72.58
SUB-00212,2026-02-27T23:00:00Z,2,2,6,34,72.58
SUB-00213,2026-01-19T07:00:00Z,0,2,6,51,73.08
SUB-00213,2026-03-02T07:00:00Z,1,2,6,51,73.08
SUB-00214,2026-01-28T07:00:00Z,0,2,6,31,57.44
SUB-00214,2026-03-11T07:00:00Z,0,2,6,31,57.44
SUB-00215,2026-01-23T05:00:00Z,0,6,6,6,52.03
SUB-00215,2026-03-06T05:00:00Z,0,6,6,6,52.03
SUB-00215,2026-03-16T05:00:00Z,3,6,6,6,52.03
SUB-00216,2026-01-21T00:00:00Z,0,4,6,23,54.10
SUB-00216,2026-03-04T00:00:00Z,0,4,6,23,54.10
SUB-00216,2026-03-23T00:00:00Z,3,4,6,23,54.10
SUB-00217,2026-01-26T02:00:00Z,0,1,6,51,48.53
SUB-00217,2026-03-09T02:00:00Z,0,1,6,51,48.53
SUB-00218,2026-01-22T18:00:00Z,0,4,6,12,43.92
SUB-00218,2026-03-05T18:00:00Z,0,4,6,12,43.92
SUB-00218,2026-03-24T18:00:00Z,4,4,6,12,43.92
SUB-00219,2026-01-18T23:00:00Z,0,3,6,1,34.18
SUB-00219,2026-03-01T23:00:00Z,0,3,6,1,34.18
SUB-00219,2026-03-19T23:00:00Z,4,3,6,1,34.18
SUB-00220,2026-01-29T06:00:00Z,0,4,6,41,35.25
SUB-00220,2026-03-12T06:00:00Z,0,4,6,41,35.25
SUB-00220,2026-04-03T06:00:00Z,6,4,6,41,35.25
SUB-00221,2026-01-17T12:00:00Z,0,4,6,4,86.63
SUB-00221,2026-02-28T12:00:00Z,0,4,6,4,86.63
SUB-00221,2026-03-27T12:00:00Z,2,4,6,4,86.63
SUB-00222,2026-01-28T13:00:00Z,0,0,6,66,71.99
SUB-00222,2026-03-11T13:00:00Z,0,0,6,66,71.99
SUB-00223,2026-01-21T06:00:00Z,0,1,6,17,68.62
SUB-00223,2026-03-04T06:00:00Z,1,1,6,17,68.62
SUB-00224,2026-01-26T15:00:00Z,1,2,6,45,56.17
SUB-00224,2026-03-09T15:00:00Z,2,2,6,45,56.17
SUB-00225,2026-01-29T13:00:00Z,0,3,6,33,66.98
SUB-00225,2026-03-12T13:00:00Z,0,3,6,33,66.98
SUB-00225,2026-03-28T13:00:00Z,3,3,6,33,66.98
SUB-00226,2026-01-16T23:00:00Z,0,4,6,43,34.82
SUB-00226,2026-02-27T23:00:00Z,0,4,6,43,34.82
SUB-00226,2026-03-18T23:00:00Z,5,4,6,43,34.82
SUB-00227,2026-01-20T18:00:00Z,0,5,6,59,69.75
SUB-00227,2026-03-03T18:00:00Z,0,5,6,59,69.75
SUB-00227,2026-03-10T18:00:00Z,3,5,6,59,69.75
SUB-00228,2026-01-21T03:00:00Z,0,6,6,17,68.38
SUB-00228,2026-03-04T03:00:00Z,1,6,6,17,68.38
SUB-00228,2026-03-20T03:00:00Z,5,6,6,17,68.38
SUB-00229,2026-01-21T05:00:00Z,0,1,6,25,65.10
SUB-00229,2026-03-04T05:00:00Z,0,1,6,25,65.10
SUB-00230,2026-01-17T19:00:00Z,0,4,6,58,51.92
SUB-00230,2026-02-28T19:00:00Z,0,4,6,58,51.92
SUB-00231,2026-01-22T20:00:00Z,1,1,6,33,96.54
SUB-00231,2026-03-05T20:00:00Z,2,1,6,33,96.54
SUB-00232,2026-01-24T06:00:00Z,0,2,6,34,82.16
SUB-00232,2026-03-07T06:00:00Z,0,2,6,34,82.16
SUB-00233,2026-01-24T06:00:00Z,0,3,6,46,60.49
SUB-00233,2026-03-07T06:00:00Z,0,3,6,46,60.49
SUB-00233,2026-03-29T06:00:00Z,3,3,6,46,60.49
SUB-00234,2026-01-17T18:00:00Z,0,2,6,38,94.34
SUB-00234,2026-02-28T18:00:00Z,1,2,6,38,94.34
SUB-00235,2026-01-20T03:00:00Z,0,3,6,50,79.53
SUB-00235,2026-03-03T03:00:00Z,0,3,6,50,79.53
SUB-00236,2026-01-27T22:00:00Z,0,2,6,67,58.83
SUB-00236,2026-03-10T22:00:00Z,0,2,6,67,58.83
SUB-00237,2026-01-25T00:00:00Z,0,1,6,36,40.55
SUB-00237,2026-03-08T00:00:00Z,0,1,6,36,40.55
SUB-00238,2026-01-21T20:00:00Z,0,3,6,36,72.76
SUB-00238,2026-03-04T20:00:00Z,0,3,6,36,72.76
SUB-00238,2026-03-14T20:00:00Z,4,3,6,36,72.76
SUB-00239,2026-01-27T17:00:00Z,0,3,6,55,61.43
SUB-00239,2026-03-10T17:00:00Z,0,3,6,55,61.43
SUB-00240,2026-01-22T17:00:00Z,0,3,6,64,55.41
SUB-00240,2026-03-05T17:00:00Z,0,3,6,64,55.41
SUB-00241,2026-01-20T03:00:00Z,0,4,6,32,66.72
SUB-00241,2026-03-03T03:00:00Z,0,4,6,32,66.72
SUB-00241,2026-03-14T03:00:00Z,2,4,6,32,66.72
SUB-00242,2026-01-26T01:00:00Z,1,5,6,14,5.00
SUB-00242,2026-03-09T01:00:00Z,2,5,6,14,5.00
SUB-00242,2026-04-07T01:00:00Z,4,5,6,14,5.00
SUB-00243,2026-01-23T17:00:00Z,0,2,6,37,88.40
SUB-00243,2026-03-06T17:00:00Z,0,2,6,37,88.40
SUB-00244,2026-01-21T02:00:00Z,0,1,6,26,72.05
SUB-00244,2026-03-04T02:00:00Z,1,1,6,26,72.05
SUB-00245,2026-01-30T01:00:00Z,0,3,6,16,74.60
SUB-00245,2026-03-13T01:00:00Z,0,3,6,16,74.60
SUB-00245,2026-04-02T01:00:00Z,5,3,6,16,74.60
SUB-00246,2026-01-22T10:00:00Z,0,1,6,60,55.42
SUB-00246,2026-03-05T10:00:00Z,0,1,6,60,55.42
SUB-00247,2026-01-28T22:00:00Z,0,3,6,4,44.00
SUB-00247,2026-03-11T22:00:00Z,1,3,6,4,44.00
SUB-00247,2026-03-16T22:00:00Z,6,3,6,4,44.00
SUB-00248,2026-01-28T06:00:00Z,0,5,6,30,49.30
SUB-00248,2026-03-11T06:00:00Z,1,5,6,30,49.30
SUB-00248,2026-03-24T06:00:00Z,3,5,6,30,49.30
SUB-00249,2026-01-19T08:00:00Z,0,2,6,33,56.34
SUB-00249,2026-03-02T08:00:00Z,0,2,6,33,56.34
SUB-00249,2026-03-21T08:00:00Z,5,2,6,33,56.34
SUB-00250,2026-01-25T00:00:00Z,0,3,6,71,41.61
SUB-00250,2026-03-08T00:00:00Z,0,3,6,71,41.61
SUB-00250,2026-03-23T00:00:00Z,1,3,6,71,41.61
SUB-00251,2026-01-29T03:00:00Z,0,1,6,60,39.35
SUB-00251,2026-03-12T03:00:00Z,0,1,6,60,39.35
SUB-00252,2026-01-23T17:00:00Z,0,2,6,20,35.63
SUB-00252,2026-03-06T17:00:00Z,0,2,6,20,35.63
SUB-00252,2026-03-28T17:00:00Z,2,2,6,20,35.63
SUB-00253,2026-01-16T10:00:00Z,0,4,6,71,56.15
SUB-00253,2026-02-27T10:00:00Z,1,4,6,71,56.15
SUB-00254,2026-01-22T13:00:00Z,0,3,6,1,60.01
SUB-00254,2026-03-05T13:00:00Z,0,3,6,1,60.01
SUB-00254,2026-03-11T13:00:00Z,3,3,6,1,60.01
SUB-00255,2026-01-27T00:00:00Z,0,3,6,29,69.15
SUB-00255,2026-03-10T00:00:00Z,1,3,6,29,69.15
SUB-00255,2026-04-08T00:00:00Z,5,3,6,29,69.15
SUB-00256,2026-01-18T05:00:00Z,0,2,6,1,65.04
SUB-00256,2026-03-01T05:00:00Z,0,2,6,1,65.04
SUB-00256,2026-03-24T05:00:00Z,5,2,6,1,65.04
SUB-00257,2026-01-19T01:00:00Z,0,1,6,23,79.14
SUB-00257,2026-03-02T01:00:00Z,0,1,6,23,79.14
SUB-00258,2026-01-26T18:00:00Z,0,1,6,6,83.68
SUB-00258,2026-03-09T18:00:00Z,0,1,6,6,83.68
SUB-00258,2026-04-01T18:00:00Z,1,1,6,6,83.68
SUB-00259,2026-01-26T04:00:00Z,1,1,6,61,76.42
SUB-00259,2026-03-09T04:00:00Z,2,1,6,61,76.42
SUB-00260,2026-01-23T01:00:00Z,0,4,6,32,61.59
SUB-00260,2026-03-06T01:00:00Z,0,4,6,32,61.59
SUB-00260,2026-03-18T01:00:00Z,4,4,6,32,61.59
SUB-00261,2026-01-29T10:00:00Z,0,5,6,19,91.76
SUB-00261,2026-03-12T10:00:00Z,1,5,6,19,91.76
SUB-00261,2026-04-05T10:00:00Z,5,5,6,19,91.76
SUB-00262,2026-01-21T20:00:00Z,1,2,6,57,83.65
SUB-00262,2026-03-04T20:00:00Z,2,2,6,57,83.65
SUB-00263,2026-01-30T04:00:00Z,0,4,6,2,55.56
SUB-00263,2026-03-13T04:00:00Z,0,4,6,2,55.56
SUB-00263,2026-04-01T04:00:00Z,4,4,6,2,55.56
SUB-00264,2026-01-26T19:00:00Z,1,2,6,56,47.81
SUB-00264,2026-03-09T19:00:00Z,2,2,6,56,47.81
SUB-00265,2026-01-21T13:00:00Z,0,3,6,56,78.38
SUB-00265,2026-03-04T13:00:00Z,0,3,6,56,78.38
SUB-00265,2026-03-27T13:00:00Z,1,3,6,56,78.38
SUB-00266,2026-01-23T22:00:00Z,0,3,6,24,86.42
SUB-00266,2026-03-06T22:00:00Z,1,3,6,24,86.42
SUB-00266,2026-03-25T22:00:00Z,5,3,6,24,86.42
SUB-00267,2026-01-23T08:00:00Z,0,0,6,70,59.07
SUB-00267,2026-03-06T08:00:00Z,0,0,6,70,59.07
SUB-00268,2026-01-19T16:00:00Z,0,3,6,40,65.81
SUB-00268,2026-03-02T16:00:00Z,0,3,6,40,65.81
SUB-00268,2026-03-26T16:00:00Z,5,3,6,40,65.81
SUB-00269,2026-01-26T21:00:00Z,0,2,6,6,41.90
SUB-00269,2026-03-09T21:00:00Z,1,2,6,6,41.90
SUB-00269,2026-04-03T21:00:00Z,5,2,6,6,41.90
SUB-00270,2026-01-17T18:00:00Z,0,3,6,71,65.58
SUB-00270,2026-02-28T18:00:00Z,0,3,6,71,65.58
SUB-00271,2026-01-20T02:00:00Z,0,5,6,16,79.67
SUB-00271,2026-03-03T02:00:00Z,0,5,6,16,79.67
SUB-00271,2026-03-13T02:00:00Z,4,5,6,16,79.67
SUB-00272,2026-01-25T23:00:00Z,0,0,6,35,95.78
SUB-00272,2026-03-08T23:00:00Z,1,0,6,35,95.78
SUB-00273,2026-01-30T07:00:00Z,0,0,6,63,55.72
SUB-00273,2026-03-13T07:00:00Z,0,0,6,63,55.72
SUB-00274,2026-01-19T01:00:00Z,0,1,6,25,79.23
SUB-00274,2026-03-02T01:00:00Z,0,1,6,25,79.23
SUB-00275,2026-01-18T18:00:00Z,0,1,6,30,33.94
SUB-00275,2026-03-01T18:00:00Z,0,1,6,30,33.94
SUB-00275,2026-03-26T18:00:00Z,2,1,6,30,33.94
SUB-00276,2026-01-16T12:00:00Z,0,3,6,46,51.98
SUB-00276,2026-02-27T12:00:00Z,1,3,6,46,51.98
SUB-00276,2026-03-04T12:00:00Z,8,3,6,46,51.98
SUB-00277,2026-01-17T00:00:00Z,0,2,6,54,41.64
SUB-00277,2026-02-28T00:00:00Z,0,2,6,54,41.64
SUB-00278,2026-01-19T07:00:00Z,0,1,6,26,52.07
SUB-00278,2026-03-02T07:00:00Z,0,1,6,26,52.07
SUB-00278,2026-03-13T07:00:00Z,5,1,6,26,52.07
SUB-00279,2026-01-22T03:00:00Z,1,1,6,61,47.74
SUB-00279,2026-03-05T03:00:00Z,2,1,6,61,47.74
SUB-00280,2026-01-29T03:00:00Z,0,1,6,2,39.26
SUB-00280,2026-03-12T03:00:00Z,0,1,6,2,39.26
SUB-00280,2026-03-24T03:00:00Z,4,1,6,2,39.26
SUB-00281,2026-01-26T05:00:00Z,0,2,6,45,71.26
SUB-00281,2026-03-09T05:00:00Z,1,2,6,45,71.26
SUB-00282,2026-01-26T09:00:00Z,0,1,6,47,82.88
SUB-00282,2026-03-09T09:00:00Z,1,1,6,47,82.88
SUB-00283,2026-01-23T00:00:00Z,1,1,6,14,74.60
SUB-00283,2026-03-06T00:00:00Z,2,1,6,14,74.60
SUB-00283,2026-03-13T00:00:00Z,6,1,6,14,74.60
SUB-00284,2026-01-17T14:00:00Z,0,0,6,6,63.64
SUB-00284,2026-02-28T14:00:00Z,0,0,6,6,63.64
SUB-00284,2026-03-26T14:00:00Z,6,0,6,6,63.64
SUB-00285,2026-01-21T03:00:00Z,0,0,6,8,51.03
SUB-00285,2026-03-04T03:00:00Z,0,0,6,8,51.03
SUB-00286,2026-01-27T04:00:00Z,0,2,6,65,36.51
SUB-00286,2026-03-10T04:00:00Z,0,2,6,65,36.51
SUB-00287,2026-01-25T02:00:00Z,0,2,6,12,58.72
SUB-00287,2026-03-08T02:00:00Z,0,2,6,12,58.72
SUB-00287,2026-04-05T02:00:00Z,5,2,6,12,58.72
SUB-00288,2026-01-24T04:00:00Z,0,0,6,5,30.19
SUB-00288,2026-03-07T04:00:00Z,0,0,6,5,30.19
SUB-00288,2026-03-28T04:00:00Z,6,0,6,5,30.19
SUB-00289,2026-01-22T13:00:00Z,0,4,6,12,21.89
SUB-00289,2026-03-05T13:00:00Z,0,4,6,12,21.89
SUB-00289,2026-03-29T13:00:00Z,3,4,6,12,21.89
SUB-00290,2026-01-24T10:00:00Z,0,5,6,26,80.63
SUB-00290,2026-03-07T10:00:00Z,1,5,6,26,80.63
SUB-00290,2026-03-26T10:00:00Z,5,5,6,26,80.63
SUB-00291,2026-01-17T21:00:00Z,0,0,6,58,18.18
SUB-00291,2026-02-28T21:00:00Z,0,0,6,58,18.18
SUB-00292,2026-01-18T22:00:00Z,0,3,6,70,65.71
SUB-00292,2026-03-01T22:00:00Z,0,3,6,70,65.71
SUB-00293,2026-01-27T06:00:00Z,0,3,6,15,73.86
SUB-00293,2026-03-10T06:00:00Z,1,3,6,15,73.86
SUB-00293,2026-03-31T06:00:00Z,5,3,6,15,73.86
SUB-00294,2026-01-16T11:00:00Z,2,3,6,27,83.35
SUB-00294,2026-02-27T11:00:00Z,3,3,6,27,83.35
SUB-00294,2026-03-05T11:00:00Z,9,3,6,27,83.35
SUB-00295,2026-01-23T05:00:00Z,0,4,6,33,20.79
SUB-00295,2026-03-06T05:00:00Z,1,4,6,33,20.79
SUB-00295,2026-04-02T05:00:00Z,6,4,6,33,20.79
SUB-00296,2026-01-27T10:00:00Z,1,2,6,29,52.61
SUB-00296,2026-03-10T10:00:00Z,2,2,6,29,52.61
SUB-00296,2026-04-03T10:00:00Z,9,2,6,29,52.61
SUB-00297,2026-01-16T15:00:00Z,0,3,6,36,64.05
SUB-00297,2026-02-27T15:00:00Z,0,3,6,36,64.05
SUB-00297,2026-03-27T15:00:00Z,4,3,6,36,64.05
SUB-00298,2026-01-24T02:00:00Z,0,4,6,44,48.44
SUB-00298,2026-03-07T02:00:00Z,0,4,6,44,48.44
SUB-00298,2026-03-14T02:00:00Z,4,4,6,44,48.44
SUB-00299,2026-01-24T14:00:00Z,0,2,6,52,59.13
SUB-00299,2026-03-07T14:00:00Z,1,2,6,52,59.13
SUB-00300,2026-01-25T01:00:00Z,0,1,6,50,41.47
SUB-00300,2026-03-08T01:00:00Z,0,1,6,50,41.47
SUB-00301,2026-01-26T01:00:00Z,0,2,6,46,72.66
SUB-00301,2026-03-09T01:00:00Z,0,2,6,46,72.66
SUB-00302,2026-01-17T13:00:00Z,0,1,6,20,68.02
SUB-00302,2026-02-28T13:00:00Z,0,1,6,20,68.02
SUB-00302,2026-03-07T13:00:00Z,3,1,6,20,68.02
SUB-00303,2026-01-17T08:00:00Z,0,1,6,10,58.91
SUB-00303,2026-02-28T08:00:00Z,0,1,6,10,58.91
SUB-00304,2026-01-29T16:00:00Z,0,7,6,22,47.19
SUB-00304,2026-03-12T16:00:00Z,0,7,6,22,47.19
SUB-00304,2026-03-20T16:00:00Z,5,7,6,22,47.19
SUB-00305,2026-01-17T13:00:00Z,0,0,6,22,56.05
SUB-00305,2026-02-28T13:00:00Z,0,0,6,22,56.05
SUB-00306,2026-01-18T16:00:00Z,0,5,6,13,57.70
SUB-00306,2026-03-01T16:00:00Z,0,5,6,13,57.70
SUB-00306,2026-03-22T16:00:00Z,4,5,6,13,57.70
SUB-00307,2026-01-21T12:00:00Z,0,3,6,23,40.87
SUB-00307,2026-03-04T12:00:00Z,0,3,6,23,40.87
SUB-00307,2026-03-29T12:00:00Z,4,3,6,23,40.87
SUB-00308,2026-01-23T04:00:00Z,0,3,6,3,43.29
SUB-00308,2026-03-06T04:00:00Z,0,3,6,3,43.29
SUB-00308,2026-03-26T04:00:00Z,3,3,6,3,43.29
SUB-00309,2026-01-19T01:00:00Z,0,2,6,20,68.60
SUB-00309,2026-03-02T01:00:00Z,0,2,6,20,68.60
SUB-00309,2026-03-07T01:00:00Z,5,2,6,20,68.60
SUB-00310,2026-01-30T03:00:00Z,0,2,6,37,84.94
SUB-00310,2026-03-13T03:00:00Z,1,2,6,37,84.94
SUB-00311,2026-01-22T05:00:00Z,0,1,6,7,38.16
SUB-00311,2026-03-05T05:00:00Z,0,1,6,7,38.16
SUB-00311,2026-03-21T05:00:00Z,3,1,6,7,38.16
SUB-00312,2026-01-19T16:00:00Z,0,3,6,52,53.42
SUB-00312,2026-03-02T16:00:00Z,1,3,6,52,53.42
SUB-00312,2026-03-14T16:00:00Z,7,3,6,52,53.42
SUB-00313,2026-01-19T15:00:00Z,0,2,6,64,33.34
SUB-00313,2026-03-02T15:00:00Z,0,2,6,64,33.34
SUB-00314,2026-01-21T10:00:00Z,0,0,6,60,5.00
SUB-00314,2026-03-04T10:00:00Z,1,0,6,60,5.00
SUB-00315,2026-01-23T11:00:00Z,0,2,6,66,49.74
SUB-00315,2026-03-06T11:00:00Z,0,2,6,66,49.74
SUB-00316,2026-01-18T11:00:00Z,0,2,6,71,65.56
SUB-00316,2026-03-01T11:00:00Z,0,2,6,71,65.56
SUB-00316,2026-03-26T11:00:00Z,1,2,6,71,65.56
SUB-00317,2026-01-24T14:00:00Z,0,1,6,58,102.03
SUB-00317,2026-03-07T14:00:00Z,1,1,6,58,102.03
SUB-00318,2026-01-18T12:00:00Z,0,1,6,46,55.76
